"Phero_genes"	"Food_genes"	"interxn_genes"	"allDEG"	"Food_down"	"Food_up"	"EBO_down"	"EBO_up"	"BP_up"	"BP_down"	"BPvEBO_up"	"BPvEBO_down"	"background"
			"408969"									"100577376"
			"408818"									"100577377"
			"409924"									"100577378"
			"410066"									"100577385"
			"413370"									"100577386"
			"726742"									"100577393"
			"726223"									"100577394"
			"410706"									"100577397"
			"412074"									"100577401"
			"409673"									"100577406"
			"100576471"									"100577407"
			"410692"									"100577408"
			"107964089"									"100577409"
			"411805"									"100577418"
			"724344"									"100577422"
			"408579"									"100577423"
			"410638"									"100577428"
			"410229"									"100577430"
			"408914"									"100577449"
			"411935"									"100577450"
			"414037"									"100577451"
			"412808"									"100577452"
			"100576249"									"100577454"
			"409851"									"100577455"
			"413683"									"100577456"
			"100578011"									"100577466"
			"725924"									"100577472"
			"724915"									"100577481"
			"725164"									"100577491"
			"413676"									"100577492"
			"724126"									"100577493"
			"726392"									"100577497"
			"112939925"									"100577498"
			"102655905"									"100577499"
			"724619"									"100577501"
			"102654480"									"100577504"
			"408646"									"100577506"
			"552154"									"100577515"
			"102656315"									"100577517"
			"412484"									"100577519"
			"102654354"									"100577520"
			"113219349"									"100577522"
			"100576758"									"100577525"
			"100576961"									"100577530"
			"408807"									"100577533"
			"107964589"									"100577538"
			"411132"									"100577539"
			"100577598"									"100577546"
			"413097"									"100577548"
			"552518"									"100577551"
			"725754"									"100577552"
			"410272"									"100577553"
			"100579049"									"100577561"
			"409715"									"100577562"
			"551898"									"100577569"
			"409227"									"100577574"
			"725757"									"100577575"
			"100576247"									"100577576"
			"413356"									"100577578"
			"726431"									"100577579"
			"551531"									"100577580"
			"102656585"									"100577582"
			"412667"									"100577587"
			"409703"									"100577590"
			"724251"									"100577594"
			"552070"									"100577598"
			"551379"									"100577600"
			"100576924"									"100577602"
			"102655238"									"100577603"
			"113219416"									"100577606"
			"408329"									"100577607"
			"724765"									"100577610"
												"100577620"
												"100577623"
												"100577629"
												"100577632"
												"100577635"
												"100577636"
												"100577638"
												"100577640"
												"100577644"
												"100577646"
												"100577648"
												"100577649"
												"100577651"
												"100577656"
												"100577661"
												"100577667"
												"100577669"
												"100577670"
												"100577672"
												"100577673"
												"100577675"
												"100577676"
												"100577678"
												"100577679"
												"100577680"
												"100577681"
												"100577682"
												"100577687"
												"100577689"
												"100577690"
												"100577692"
												"100577693"
												"100577694"
												"100577696"
												"100577697"
												"100577699"
												"100577702"
												"100577704"
												"100577707"
												"100577711"
												"100577714"
												"100577717"
												"100577719"
												"100577722"
												"100577723"
												"100577724"
												"100577725"
												"100577727"
												"100577735"
												"100577737"
												"100577739"
												"100577742"
												"100577743"
												"100577746"
												"100577751"
												"100577752"
												"100577753"
												"100577754"
												"100577756"
												"100577759"
												"100577763"
												"100577764"
												"100577766"
												"100577769"
												"100577771"
												"100577772"
												"100577778"
												"100577783"
												"100577784"
												"100577786"
												"100577789"
												"100577795"
												"100577797"
												"100577798"
												"100577801"
												"100577803"
												"100577809"
												"100577816"
												"100577823"
												"100577825"
												"100577829"
												"100577833"
												"100577836"
												"100577841"
												"100577844"
												"100577845"
												"100577846"
												"100577847"
												"100577848"
												"100577856"
												"100577870"
												"100577872"
												"100577876"
												"100577877"
												"100577879"
												"100577882"
												"100577883"
												"100577885"
												"100577886"
												"100577890"
												"100577899"
												"100577901"
												"100577903"
												"100577905"
												"100577909"
												"100577912"
												"100577913"
												"100577915"
												"100577919"
												"100577920"
												"100577923"
												"100577927"
												"100577929"
												"100577931"
												"100577932"
												"100577936"
												"100577938"
												"100577941"
												"100577943"
												"100577945"
												"100577949"
												"100577958"
												"100577959"
												"100577963"
												"100577966"
												"100577967"
												"100577971"
												"100577972"
												"100577976"
												"100577977"
												"100577980"
												"100577982"
												"100577986"
												"100577988"
												"100577992"
												"100577995"
												"100577997"
												"100577998"
												"100577999"
												"100578002"
												"100578005"
												"100578006"
												"100578011"
												"100578013"
												"100578014"
												"100578015"
												"100578016"
												"100578017"
												"100578020"
												"100578023"
												"100578030"
												"100578031"
												"100578035"
												"100578040"
												"100578046"
												"100578051"
												"100578053"
												"100578059"
												"100578066"
												"100578067"
												"100578068"
												"100578071"
												"100578084"
												"100578085"
												"100578089"
												"100578090"
												"100578093"
												"100578101"
												"100578102"
												"100578105"
												"100578106"
												"100578109"
												"100578112"
												"100578113"
												"100578119"
												"100578121"
												"100578126"
												"100578127"
												"100578128"
												"100578129"
												"100578132"
												"100578134"
												"100578142"
												"100578146"
												"100578156"
												"100578157"
												"100578159"
												"100578161"
												"100578162"
												"100578165"
												"100578168"
												"100578170"
												"100578173"
												"100578177"
												"100578187"
												"100578188"
												"100578191"
												"100578194"
												"100578200"
												"100578201"
												"100578205"
												"100578209"
												"100578212"
												"100578213"
												"100578215"
												"100578218"
												"100578220"
												"100578226"
												"100578232"
												"100578233"
												"100578235"
												"100578236"
												"100578237"
												"100578238"
												"100578239"
												"100578243"
												"100578245"
												"100578246"
												"100578248"
												"100578249"
												"100578252"
												"100578253"
												"100578255"
												"100578257"
												"100578259"
												"100578260"
												"100578262"
												"100578266"
												"100578271"
												"100578277"
												"100578281"
												"100578286"
												"100578296"
												"100578298"
												"100578300"
												"100578309"
												"100578311"
												"100578314"
												"100578317"
												"100578321"
												"100578323"
												"100578329"
												"100578330"
												"100578332"
												"100578337"
												"100578339"
												"100578341"
												"100578343"
												"100578345"
												"100578346"
												"100578349"
												"100578355"
												"100578356"
												"100578360"
												"100578361"
												"100578363"
												"100578366"
												"100578368"
												"100578370"
												"100578380"
												"100578382"
												"100578386"
												"100578388"
												"100578389"
												"100578397"
												"100578399"
												"100578404"
												"100578406"
												"100578413"
												"100578417"
												"100578418"
												"100578420"
												"100578423"
												"100578424"
												"100578428"
												"100578429"
												"100578430"
												"100578433"
												"100578434"
												"100578436"
												"100578437"
												"100578439"
												"100578440"
												"100578443"
												"100578445"
												"100578448"
												"100578450"
												"100578455"
												"100578461"
												"100578464"
												"100578466"
												"100578467"
												"100578472"
												"100578473"
												"100578474"
												"100578478"
												"100578479"
												"100578482"
												"100578483"
												"100578484"
												"100578498"
												"100578503"
												"100578506"
												"100578507"
												"100578513"
												"100578515"
												"100578519"
												"100578522"
												"100578523"
												"100578524"
												"100578526"
												"100578529"
												"100578530"
												"100578534"
												"100578537"
												"100578540"
												"100578542"
												"100578546"
												"100578547"
												"100578548"
												"100578551"
												"100578556"
												"100578557"
												"100578559"
												"100578560"
												"100578563"
												"100578575"
												"100578576"
												"100578579"
												"100578580"
												"100578581"
												"100578584"
												"100578586"
												"100578589"
												"100578596"
												"100578597"
												"100578600"
												"100578602"
												"100578606"
												"100578608"
												"100578611"
												"100578613"
												"100578614"
												"100578621"
												"100578624"
												"100578628"
												"100578629"
												"100578631"
												"100578641"
												"100578653"
												"100578654"
												"100578657"
												"100578659"
												"100578660"
												"100578661"
												"100578662"
												"100578665"
												"100578666"
												"100578674"
												"100578675"
												"100578678"
												"100578680"
												"100578684"
												"100578691"
												"100578694"
												"100578696"
												"100578697"
												"100578698"
												"100578703"
												"100578704"
												"100578705"
												"100578706"
												"100578708"
												"100578709"
												"100578713"
												"100578714"
												"100578715"
												"100578718"
												"100578721"
												"100578723"
												"100578725"
												"100578726"
												"100578727"
												"100578731"
												"100578733"
												"100578734"
												"100578736"
												"100578739"
												"100578743"
												"100578744"
												"100578746"
												"100578747"
												"100578752"
												"100578763"
												"100578769"
												"100578770"
												"100578773"
												"100578774"
												"100578779"
												"100578780"
												"100578782"
												"100578783"
												"100578793"
												"100578797"
												"100578799"
												"100578801"
												"100578804"
												"100578805"
												"100578810"
												"100578811"
												"100578813"
												"100578816"
												"100578818"
												"100578820"
												"100578821"
												"100578822"
												"100578823"
												"100578826"
												"100578828"
												"100578833"
												"100578834"
												"100578835"
												"100578839"
												"100578852"
												"100578853"
												"100578854"
												"100578864"
												"100578865"
												"100578866"
												"100578875"
												"100578877"
												"100578879"
												"100578881"
												"100578883"
												"100578885"
												"100578888"
												"100578890"
												"100578892"
												"100578893"
												"100578894"
												"100578899"
												"100578901"
												"100578907"
												"100578909"
												"100578913"
												"100578920"
												"100578921"
												"100578924"
												"100578925"
												"100578927"
												"100578928"
												"100578929"
												"100578931"
												"100578935"
												"100578936"
												"100578937"
												"100578939"
												"100578943"
												"100578947"
												"100578952"
												"100578953"
												"100578955"
												"100578957"
												"100578965"
												"100578966"
												"100578975"
												"100578976"
												"100578978"
												"100578984"
												"100578988"
												"100578990"
												"100578998"
												"100578999"
												"100579003"
												"100579005"
												"100579007"
												"100579008"
												"100579015"
												"100579021"
												"100579024"
												"100579031"
												"100579034"
												"100579038"
												"100579040"
												"100579049"
												"100579052"
												"100579053"
												"100579054"
												"100579055"
												"100579057"
												"100579058"
												"100579059"
												"100579061"
												"100629009"
												"100629063"
												"100629111"
												"100642173"
												"100820634"
												"100859932"
												"101664701"
												"102653584"
												"102653587"
												"102653588"
												"102653594"
												"102653599"
												"102653600"
												"102653601"
												"102653613"
												"102653614"
												"102653619"
												"102653628"
												"102653637"
												"102653640"
												"102653641"
												"102653649"
												"102653654"
												"102653658"
												"102653659"
												"102653678"
												"102653680"
												"102653702"
												"102653703"
												"102653705"
												"102653708"
												"102653713"
												"102653727"
												"102653741"
												"102653748"
												"102653751"
												"102653753"
												"102653759"
												"102653763"
												"102653764"
												"102653773"
												"102653781"
												"102653784"
												"102653793"
												"102653795"
												"102653798"
												"102653800"
												"102653815"
												"102653824"
												"102653839"
												"102653856"
												"102653857"
												"102653862"
												"102653866"
												"102653875"
												"102653879"
												"102653888"
												"102653893"
												"102653894"
												"102653896"
												"102653912"
												"102653920"
												"102653921"
												"102653922"
												"102653930"
												"102653934"
												"102653935"
												"102653940"
												"102653945"
												"102653949"
												"102653951"
												"102653952"
												"102653954"
												"102653955"
												"102653957"
												"102653960"
												"102653963"
												"102653965"
												"102653972"
												"102653975"
												"102653977"
												"102653993"
												"102654007"
												"102654012"
												"102654014"
												"102654016"
