"","Phero_genes","Food_genes","interxn_genes","allDEG","Food_down","Food_up","EBO_down","EBO_up","BP_up","BP_down","BPvEBO_up","BPvEBO_down","background"
"8231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725711"
"8232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725712"
"8233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725717"
"8234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725718"
"8235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725719"
"8236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725724"
"8237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725725"
"8238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725727"
"8239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725732"
"8240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725733"
"8241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725734"
"8242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725736"
"8243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725740"
"8244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725742"
"8245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725743"
"8246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725744"
"8247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725745"
"8248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725746"
"8249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725747"
"8250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725748"
"8251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725749"
"8252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725750"
"8253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725753"
"8254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725754"
"8255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725755"
"8256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725756"
"8257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725757"
"8258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725758"
"8259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725760"
"8260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725761"
"8261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725764"
"8262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725765"
"8263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725770"
"8264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725774"
"8265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725775"
"8266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725776"
"8267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725780"
"8268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725781"
"8269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725782"
"8270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725784"
"8271",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725786"
"8272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725788"
"8273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725789"
"8274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725791"
"8275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725793"
"8276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725795"
"8277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725796"
"8278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725797"
"8279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725798"
"8280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725799"
"8281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725800"
"8282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725801"
"8283",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725803"
"8284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725807"
"8285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725811"
"8286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725812"
"8287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725814"
"8288",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725816"
"8289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725817"
"8290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725818"
"8291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725819"
"8292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725821"
"8293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725822"
"8294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725824"
"8295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725826"
"8296",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725827"
"8297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725828"
"8298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725829"
"8299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725830"
"8300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725834"
"8301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725835"
"8302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725837"
"8303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725840"
"8304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725841"
"8305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725844"
"8306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725848"
"8307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725850"
"8308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725854"
"8309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725855"
"8310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725856"
"8311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725859"
"8312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725860"
"8313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725861"
"8314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725864"
"8315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725866"
"8316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725867"
"8317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725870"
"8318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725871"
"8319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725877"
"8320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725878"
"8321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725879"
"8322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725880"
"8323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725881"
"8324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725882"
"8325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725883"
"8326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725884"
"8327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725885"
"8328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725886"
"8329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725887"
"8330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725889"
"8331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725890"
"8332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725891"
"8333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725892"
"8334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725893"
"8335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725894"
"8336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725895"
"8337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725896"
"8338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725897"
"8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725898"
"8340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725899"
"8341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725901"
"8342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725904"
"8343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725905"
"8344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725908"
"8345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725909"
"8346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725910"
"8347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725914"
"8348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725915"
"8349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725918"
"8350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725920"
"8351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725922"
"8352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725923"
"8353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725924"
"8354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725925"
"8355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725926"
"8356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725928"
"8357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725930"
"8358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725931"
"8359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725932"
"8360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725934"
"8361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725935"
"8362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725936"
"8363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725938"
"8364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725941"
"8365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725942"
"8366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725943"
"8367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725946"
"8368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725947"
"8369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725948"
"8370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725949"
"8371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725950"
"8372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725951"
"8373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725952"
"8374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725957"
"8375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725958"
"8376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725959"
"8377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725960"
"8378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725961"
"8379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725963"
"8380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725964"
"8381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725967"
"8382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725969"
"8383",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725970"
"8384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725974"
"8385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725976"
"8386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725977"
"8387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725978"
"8388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725980"
"8389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725981"
"8390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725982"
"8391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725983"
"8392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725984"
"8393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725987"
"8394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725991"
"8395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725992"
"8396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725993"
"8397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725996"
"8398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"725999"
"8399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726000"
"8400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726002"
"8401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726003"
"8402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726007"
"8403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726009"
"8404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726013"
"8405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726014"
"8406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726016"
"8407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726017"
"8408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726018"
"8409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726019"
"8410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726021"
"8411",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726024"
"8412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726025"
"8413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726027"
"8414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726028"
"8415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726029"
"8416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726030"
"8417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726032"
"8418",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726033"
"8419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726034"
"8420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726035"
"8421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726039"
"8422",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726040"
"8423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726041"
"8424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726042"
"8425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726043"
"8426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726044"
"8427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726045"
"8428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726051"
"8429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726053"
"8430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726054"
"8431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726056"
"8432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726057"
"8433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726058"
"8434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726060"
"8435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726061"
"8436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726062"
"8437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726063"
"8438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726065"
"8439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726067"
"8440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726068"
"8441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726069"
"8442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726071"
"8443",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726073"
"8444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726074"
"8445",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726076"
"8446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726077"
"8447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726079"
"8448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726080"
"8449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726081"
"8450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726085"
"8451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726086"
"8452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726087"
"8453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726088"
"8454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726092"
"8455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726093"
"8456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726095"
"8457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726096"
"8458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726097"
"8459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726099"
"8460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726100"
"8461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726101"
"8462",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726102"
"8463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726103"
"8464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726106"
"8465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726107"
"8466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726108"
"8467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726110"
"8468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726113"
"8469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726115"
"8470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726117"
"8471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726118"
"8472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726119"
"8473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726120"
"8474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726121"
"8475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726124"
"8476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726126"
"8477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726127"
"8478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726128"
"8479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726129"
"8480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726130"
"8481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726131"
"8482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726132"
"8483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726133"
"8484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726137"
"8485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726139"
"8486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726145"
"8487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726146"
"8488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726147"
"8489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726148"
"8490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726150"
"8491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726151"
"8492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726153"
"8493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726156"
"8494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726158"
"8495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726159"
"8496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726160"
"8497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726163"
"8498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726164"
"8499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726167"
"8500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726171"
"8501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726172"
"8502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726174"
"8503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726175"
"8504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726176"
"8505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726178"
"8506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726180"
"8507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726184"
"8508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726187"
"8509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726188"
"8510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726189"
"8511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726190"
"8512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726196"
"8513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726197"
"8514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726199"
"8515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726201"
"8516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726204"
"8517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726205"
"8518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726210"
"8519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726212"
"8520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726213"
"8521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726214"
"8522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726215"
"8523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726216"
"8524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726218"
"8525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726219"
"8526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726220"
"8527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726221"
"8528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726222"
"8529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726223"
"8530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726227"
"8531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726229"
"8532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726230"
"8533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726231"
"8534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726232"
"8535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726235"
"8536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726237"
"8537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726238"
"8538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726239"
"8539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"726240"
