"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"724235",1775.59465239967,-0.349668265825219,0.103002792611681,-3.39474549144955,0.000686924247962527,0.0427952787788629
"413785",3856.81538078685,-0.339723344157564,0.0614586372104455,-5.52767453977689,3.24503326261881e-08,1.10307093645613e-05
"100578822",8904.20204494554,-0.337275148624897,0.0864010040467627,-3.90360219011291,9.47715076988204e-05,0.0112962713981789
"544670",52589.8900789992,-0.336066167508817,0.0903661240987589,-3.71893971176122,0.00020006079009971,0.018542867717062
"408981",3225.4961781403,-0.335113438439915,0.0903405603288486,-3.70944609176729,0.000207713176248586,0.018605186410435
"100578515",2170.30007697547,-0.318069150352155,0.0922043889762408,-3.4496096539842,0.000561397677591043,0.0373370136589173
"410479",1808.93469676319,-0.316620319200181,0.0945185750156367,-3.34982112402563,0.000808637623903943,0.0488268165275683
"411563",2573.24611843214,-0.305654341861308,0.0850771717247407,-3.59267163758364,0.000327304927579881,0.0250333718777346
"552377",2276.58405164069,-0.284489393439805,0.0671004376837377,-4.23975466122412,2.23764211806989e-05,0.00373401442902644
"408953",30530.4318793914,-0.283096171919023,0.0709859528463761,-3.98805905348181,6.6616083363803e-05,0.00849170018212478
"409452",7120.23346675876,-0.264377688696041,0.0720572716240077,-3.66899388136085,0.000243506906438161,0.0203173307935404
"409368",3105.28580241004,-0.235707507873174,0.0633095495310143,-3.72309564069326,0.000196794930939484,0.0184647327867187
"410567",3242.04427523962,-0.235140161363043,0.0614604279110817,-3.8258790144324,0.000130306279212913,0.0147648275384706
"409167",92501.0760202241,-0.231317776582288,0.0679138031767049,-3.40604951809903,0.000659102234151687,0.0417061271693103
"727101",1016.30992442824,-0.229966375635471,0.068354253132945,-3.36433162671239,0.000767292857771462,0.0469480923241765
"412069",8486.55032721867,-0.221599742450928,0.0638345139223597,-3.47147223084449,0.000517612863815982,0.0349312563536991
"550886",6637.2071595329,-0.217420545527501,0.0592446262186306,-3.66987791812803,0.000242666334049652,0.0203173307935404
"409921",7225.08622908492,-0.216995674708924,0.0574469126741087,-3.77732526619702,0.000158521646595598,0.0169175775866791
"550785",215079.816829078,-0.203758951861701,0.0547352650017232,-3.72262657091888,0.000197161016898936,0.0184647327867187
"406086",5171.92275824649,-0.194288273648164,0.0538242960892068,-3.60967607130721,0.000306579617393851,0.0236858793822406
"726432",3184.8192096606,0.149870129699478,0.0401019221211385,3.73723058078751,0.000186058284747091,0.0182395264015055
"725244",2213.88612902761,0.2038016715783,0.049438521591578,4.12232536526777,3.75066931606463e-05,0.00529594507428326
